sku,name,sale_price,brand,other_names,description,sold_in_quantity,positions,applications,replaces,hazmat,install_time,may_be_required,image_1_url,image_2_url,image_3_url,image_4_url,image_5_url,image_6_url,image_7_url,image_8_url,image_9_url,image_10_url,image_11_url,image_12_url,image_13_url,image_14_url,image_15_url,image_16_url,image_17_url,image_18_url,image_19_url,image_20_url,image_21_url,image_22_url,alto,largo,ancho,volumen,peso,listo,otros_nombres,descripcion,sat_id,category,alias,nombre,handle
PT83K0821009,"Body Side Molding, Super White - Toyota (PT83K-08210-09)",173.41,Toyota,Sien Bsm 040 White,"Body side moldings help protect against careless door swings, runaway shopping carts, and other parking lot mishaps while adding a little extra exterior style.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/f2d14c7f750d32ccefd190853e271464.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,5,1200,0.5,null,Sienna moldura lateral 040 blanco,Las molduras laterales protegen contra golpes accidentales y están pintadas para combinar con el acabado exterior del vehículo.,null,null,null,"Molduras laterales, blanco Super White",body-side-molding-super-white-toyota-pt83k-08210-09-pt83k0821009
PT29A1622003,Body Side Moldings - Toyota (PT29A-16220-03),173.41,Toyota,Cor Crs Bsm 3R3 Red,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/8d961fe2bbf1ed11ca5af64de1fcab8c.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,120,5,1800,2,null,Corolla Cross moldura lateral 3R3 rojo,"Los molduras laterales del cuerpo ayudan a proteger contra golpes de puertas, carritos de supermercado y otros percances, mientras añaden un toque de estilo extra. Están pintadas a juego con el color exterior del vehículo.",null,null,null,Molduras laterales,body-side-moldings-toyota-pt29a-16220-03-pt29a1622003
PT29A1622006,Body Side Moldings - Toyota (PT29A-16220-06),173.41,Toyota,Cor Crs Bsmd M Dr 4P,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/d55d79415b4e890041bc763744b83cb7.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,120,5,1800,2,null,Corolla Cross moldura lateral 4 piezas,"Los molduras laterales del cuerpo ayudan a proteger contra golpes de puertas, carritos de supermercado y otros percances, mientras añaden un toque de estilo extra. Están pintadas a juego con el color exterior del vehículo.",null,null,null,Molduras laterales,body-side-moldings-toyota-pt29a-16220-06-pt29a1622006
PT29A1622008,Body Side Moldings - Toyota (PT29A-16220-08),173.41,Toyota,Cor Crs Bsmd M Dr 4P,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/2be1216d3d991d4b62ebd272679831f6.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,120,5,1800,2,null,Corolla Cross moldura lateral 4 piezas,"Los molduras laterales del cuerpo ayudan a proteger contra golpes de puertas, carritos de supermercado y otros percances, mientras añaden un toque de estilo extra. Están pintadas a juego con el color exterior del vehículo.",null,null,null,Molduras laterales,body-side-moldings-toyota-pt29a-16220-08-pt29a1622008
PT29A1622010,Body Side Moldings - Toyota (PT29A-16220-10),173.41,Toyota,Cor Crs Bsmd M Dr 4P,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/1424dde9a6f1075d52f8d828b5dc97be.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,120,5,6000,1.2,null,Corolla Cross moldura lateral 4 piezas,"Los molduras laterales del cuerpo ayudan a proteger contra golpes de puertas, carritos de supermercado y otros percances, mientras añaden un toque de estilo extra. Están pintadas a juego con el color exterior del vehículo.",null,null,null,Molduras laterales,body-side-moldings-toyota-pt29a-16220-10-pt29a1622010
PT29A1622011,Body Side Moldings - Toyota (PT29A-16220-11),173.41,Toyota,Cor Crs Bsmd M Dr 4P,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/1768a7b3b8f89a358104164008679634.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,120,5,6000,1.2,null,Corolla Cross moldura lateral 4 piezas,"Los molduras laterales del cuerpo ayudan a proteger contra golpes de puertas, carritos de supermercado y otros percances, mientras añaden un toque de estilo extra. Están pintadas a juego con el color exterior del vehículo.",null,null,null,Molduras laterales,body-side-moldings-toyota-pt29a-16220-11-pt29a1622011
PT29A3524010,Body Side Molding - Wind Chill Pearl - Toyota (PT29A-35240-10),173.41,Toyota,Taco Bsm 089 Platinu,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior style. Color-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/3403d33d30de12111bbc53ee93f24a51.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,120,5,6000,1.2,null,Tacoma moldura lateral 089 platino,"Los molduras laterales del cuerpo ayudan a proteger contra golpes de puertas, carritos de supermercado y otros percances, mientras añaden un toque de estilo extra. Están pintadas a juego con el color exterior del vehículo.",null,null,null,"Moldura lateral, perla Wind Chill",body-side-molding-wind-chill-pearl-toyota-pt29a-35240-10-pt29a3524010
PT29A4723008,Body Side Moldings - Blue - Toyota (PT29A-47230-08),195.79,Toyota,Prs Bsm 8Q4 Dark Blue,"Body side moldings designed to blend seamlessly with exterior paint color Help protect against careless door swings, runaway shopping carts and other parking lot mishaps.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/3117330ed17b4b616f962f7995382b5b.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,120,5,6000,1.2,null,Prius moldura lateral 8Q4 azul oscuro,Las molduras laterales están diseñadas para integrarse perfectamente con el color exterior del vehículo. Ayudan a proteger contra golpes de puertas y percances en estacionamientos.,null,null,null,"Molduras laterales, color azul",body-side-moldings-blue-toyota-pt29a-47230-08-pt29a4723008
PT90708211,"Paint Protection Film, Front Bumper - Toyota (PT907-08211)",392.00,Toyota,Paint Protection Film,"Genuine Toyota paint protection film helps protect the paint finish from chips and scratches.Multiple film layers of durable, nearly invisible urethane help provide protection and resist discolorationDesigned for specific sections of the vehicle that are most prone to chippingAvailable in two sets and each set is sold separately. This is Paint protection for the front bumper.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/1f8ed38ddd52421fa4ae3f2a804a4fe1.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,100,10,5000,1.2,null,Película de protección de pintura,Protección de pintura para el parachoques delantero. Incluye capas de uretano duradero y casi invisible que protegen contra astillas y rayones.,null,null,null,"Película de protección de pintura, defensa delantera",paint-protection-film-front-bumper-toyota-pt907-08211-pt90708211
PT29A1622020,Body Side Moldings - Toyota (PT29A-16220-20),173.41,Toyota,Cor Crs Bsm Son Sil,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/f469b9c5aca9dc1239263e53c44143ea.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,120,5,6000,1.2,null,Corolla Cross moldura lateral color plata,"Los molduras laterales del cuerpo ayudan a proteger contra golpes de puertas, carritos de supermercado y otros percances, mientras añaden un toque de estilo extra. Están pintadas a juego con el color exterior del vehículo.",null,null,null,Molduras laterales,body-side-moldings-toyota-pt29a-16220-20-pt29a1622020
PT29A1622021,Body Side Moldings - Toyota (PT29A-16220-21),173.41,Toyota,Cor Crs Bsm Jet Black,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/e6442aee976519ae3ed699f2ee1fb1cf.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,120,5,6000,1.2,null,Corolla Cross moldura lateral color negro brillante,"Los molduras laterales del cuerpo ayudan a proteger contra golpes de puertas, carritos de supermercado y otros percances, mientras añaden un toque de estilo extra. Están pintadas a juego con el color exterior del vehículo.",null,null,null,Molduras laterales,body-side-moldings-toyota-pt29a-16220-21-pt29a1622021
PT29A4723002,Body Side Moldings - Toyota (PT29A-47230-02),195.79,Toyota,Prs Bsm 218 Black,"Body side moldings match the vehicle's exterior color. Help protect against careless door swings, runaway shopping carts and other parking lot mishaps.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/e0ed5740b3afb7f567ac31c7dfc6a1b9.webp,https://s3.amazonaws.com/rp-part-images/assets/cd8e5d66d4f838062fe450b99d4e8abb.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,120,5,6000,1.2,null,Prius moldura lateral 218 negro,Las molduras laterales coinciden con el color exterior del vehículo. Ayudan a proteger contra golpes de puertas y percances en estacionamientos.,null,null,null,Molduras laterales,body-side-moldings-toyota-pt29a-47230-02-pt29a4723002
PT29A4723011,Body Side Moldings - Toyota (PT29A-47230-11),195.79,Toyota,Prs Bsm 1M2 Gray,"Body side moldings match the vehicle's exterior color. Help protect against careless door swings, runaway shopping carts and other parking lot mishaps.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/71fb60873461de9e9846051fe53ebd79.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,120,5,6000,1.2,null,Prius moldura lateral 1M2 gris,Las molduras laterales coinciden con el color exterior del vehículo. Ayudan a proteger contra golpes de puertas y percances en estacionamientos.,null,null,null,Molduras laterales,body-side-moldings-toyota-pt29a-47230-11-pt29a4723011
PT92903182,"Bumper Appliqu?, Rear - Toyota (PT929-03182)",38.04,Toyota,Bumper Trim,"Brings a sporty look and helps keep your rear Bumper looking like new.\
 Helps preVent scuffs and scrapes to your rear Bumper\
 Custom-Tailored for an exact fit to the rear Bumper\
 Available on the?LE?and?XLE?models only\
 \
\
          \
          Fits Camry Appearance: Clear Logo: Camry \
          \
          Made of high-grade, nearly invisible urethane film, the rear bumper appliqué helps protect the top surface from unsightly scrapes and scratchesNew Camry logo helps bring an elegant lookAvailable on LE and XLE models only.",null,null,null,PT929-03180,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/50da8df6310a7694dfbf5289c1bd2e99.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,10,2400,1.5,null,Acabado de defensa,"Aporta un aspecto deportivo y ayuda a mantener el parachoques trasero como nuevo. Ayuda a prevenir marcas y rayaduras en el parachoques trasero. Diseñado a medida para un ajuste exacto. Hecho de película de uretano de alta calidad, casi invisible, que protege contra rayaduras antiestéticas.",null,null,null,Aplique de defensa trasera,bumper-appliqu-rear-toyota-pt929-03182-pt92903182
PT7380220002,"Bumper Protector, Rear, Black - Toyota (PT738-02200-02)",50.35,Toyota,Bumper Protection Pad,"Rear Bumper protector helps keep your rear Bumper's top surface free from scrapes and scratches. \
 Made of high-grade, durable Material and custom-fit to your vehicle's rear Bumper \
\
          \
          Fits Corolla Bumper Type: Standard Fascia Color: Black \
          \
          Rear bumper protector helps keep your rear bumper's top surface free from scrapes and scratchesMade of high-grade, durable material and custom-fitted to your vehicle's rear bumper.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/27569c36f3c226549cc7c69cb5f9db89.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,120,5,6000,2.5,null,Almohadilla protectora de defensa,"El protector trasero del parachoques ayuda a mantener la superficie superior libre de rayones y desgaste. Fabricado con material de alta calidad, se adapta perfectamente al diseño del vehículo.",null,null,null,"Protector de defensa trasera, negro",bumper-protector-rear-black-toyota-pt738-02200-02-pt7380220002
PT73816227,"Bumper Protector, Rear - Toyota (PT738-16227)",50.35,Toyota,Cor Crs Rbp Logo,"Rear bumper protector helps keep your rear bumper free from scrapes and scratchesMade of high-grade, durable material and custom-fitted to your vehicle's rear bumper.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/44215d29cf310c5a6c98584d1c902f50.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,120,5,6000,2.5,null,Protector trasero con logotipo Corolla Cross,El protector trasero del parachoques ayuda a prevenir rayones y desgaste. Está hecho de material duradero de alta calidad y está diseñado para ajustarse perfectamente al parachoques trasero del vehículo.,null,null,null,Protector de defensa trasera,bumper-protector-rear-toyota-pt738-16227-pt73816227
